"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81"
"1",-0.247855227882038,-0.858847184986595,-0.115281501340483,0.579222520107239,-0.818498659517426,-0.53029490616622,-1.03753351206434,-0.253619302949062,-0.190214477211796,-1.10093833780161,-0.0115281501340483,-0.438069705093834,-0.899195710455764,-0.634048257372654,-0.438069705093834,-0.622520107238606,-0.230563002680965,-0.616756032171582,-0.772386058981233,-0.778150134048257,-1.26233243967828,-0.299731903485255,-0.680160857908847,-0.230563002680965,-0.155630026809651,-0.818498659517426,-0.864611260053619,-0.299731903485255,-2.18458445040214,-0.184450402144772,-1.41219839142091,-0.224798927613941,-0.801206434316354,-0.282439678284182,-0.847319034852547,0.694504021447721,-0.99142091152815,-0.317024128686327,-0.524530831099196,-0.438069705093834,-0.293967828418231,-0.830026809651475,-0.766621983914209,0.90201072386059,0.740616621983914,-0.79544235924933,-0.334316353887399,-0.328552278820375,-0.732037533512064,-0.680160857908847,-0.662868632707775,-0.743565683646113,-0.144101876675603,-0.55911528150134,-0.230563002680965,-0.507238605898123,-0.524530831099196,-0.415013404825737,-0.213270777479893,-0.138337801608579,0.688739946380697,0.216085790884718,-0.311260053619303,-0.466890080428954,-0.109517426273458,-0.19597855227882,-0.0922252010723861,-0.720509383378016,-0.968364611260054,-0.380428954423592,-0.26514745308311,-0.374664879356568,-0.149865951742627,-0.484182305630027,-0.582171581769437,-0.420777479892761,-1.11246648793566,-0.1671581769437,-0.789678284182306,-0.576407506702413,-0.340080428954424
"2",-0.858847184986595,-2.97600536193029,-0.399463806970509,-1.45804289544236,-2.83619302949062,-1.83753351206434,-3.59517426273458,-0.878820375335121,-0.65911528150134,-3.81487935656836,-0.0399463806970509,-1.51796246648794,-3.11581769436997,-2.1970509383378,-0.517962466487936,-2.15710455764075,-0.798927613941019,-1.13713136729223,-2.67640750670241,-2.69638069705094,-3.37412868632708,-1.03860589812332,-2.35683646112601,-0.798927613941019,0.460723860589812,-2.83619302949062,-2.99597855227882,-1.03860589812332,-6.56983914209115,-0.639142091152815,-3.89343163538874,0.221045576407507,-2.77627345844504,-0.978686327077748,-1.93605898123324,-1.05857908847185,-2.43538873994638,-1.0985254691689,-0.817560321715818,-1.51796246648794,-0.018632707774799,-2.87613941018767,-1.65643431635389,-0.339544235924933,-0.898793565683646,-1.75630026809651,-1.15844504021448,-1.13847184986595,-2.53659517426273,-2.35683646112601,-1.29691689008043,-1.57654155495979,-0.499329758713137,-1.93739946380697,-0.798927613941019,-1.75764075067024,-1.81756032171582,-1.43806970509383,-0.739008042895442,-0.479356568364611,-1.07855227882038,-2.71635388739946,-1.07855227882038,-1.61782841823056,-0.379490616621984,-0.679088471849866,-0.319571045576408,-2.49664879356568,-3.35549597855228,-1.31823056300268,-0.918766756032172,-1.29825737265416,-0.519302949061662,-1.67774798927614,-2.01729222520107,-1.45804289544236,-3.85482573726542,-0.579222520107239,-1.73632707774799,-0.997319034852547,-1.178418230563
"3",-0.115281501340483,-0.399463806970509,-0.0536193029490617,-0.195710455764075,-0.380697050938338,-0.246648793565684,-0.482573726541555,-0.117962466487936,-0.0884718498659517,-0.512064343163539,-0.00536193029490617,-0.203753351206434,-0.418230563002681,-0.294906166219839,-0.203753351206434,-0.289544235924933,0.892761394101877,-0.28686327077748,-0.359249329758713,-0.361930294906166,-0.587131367292225,-0.13941018766756,-0.316353887399464,-0.107238605898123,-0.0723860589812333,-0.380697050938338,-0.402144772117962,-0.13941018766756,-1.01608579088472,-0.0857908847184987,-0.656836461126005,-0.10455764075067,-0.372654155495979,-0.131367292225201,-0.394101876675603,-0.142091152815013,-0.46112600536193,-0.14745308310992,-0.243967828418231,-0.203753351206434,-0.136729222520107,-0.386058981233244,-0.35656836461126,-0.0455764075067024,-0.120643431635389,-0.369973190348525,-0.155495978552279,-0.152815013404826,-0.340482573726542,-0.316353887399464,-0.308310991957105,-0.345844504021448,0.932975871313673,-0.260053619302949,-0.107238605898123,-0.235924932975871,-0.243967828418231,-0.193029490616622,0.900804289544236,-0.064343163538874,0.855227882037534,-0.364611260053619,-0.144772117962467,-0.2171581769437,-0.0509383378016086,-0.0911528150134048,-0.0428954423592493,-0.335120643431635,-0.450402144772118,-0.176943699731903,-0.123324396782842,-0.17426273458445,-0.0697050938337802,-0.225201072386059,-0.270777479892761,-0.195710455764075,-0.517426273458445,-0.0777479892761394,-0.367292225201072,-0.268096514745308,-0.158176943699732
"4",0.579222520107239,-1.45804289544236,0.804289544235925,-0.714343163538874,-1.38954423592493,-0.900268096514745,-1.76139410187668,-0.430563002680965,-0.322922252010724,-1.86903485254692,-0.0195710455764075,-0.743699731903485,-1.52654155495979,-1.07640750670241,-0.743699731903485,-1.05683646112601,-0.39142091152815,-1.0470509383378,-1.3112600536193,-1.32104557640751,-2.14302949061662,-0.508847184986595,-1.15469168900804,-0.39142091152815,-0.264209115281501,-1.38954423592493,-1.46782841823056,-0.508847184986595,-3.70871313672922,-0.31313672922252,-2.39745308310992,-0.381635388739946,-1.36018766756032,-0.479490616621984,-1.43847184986595,0.481367292225201,-1.68310991957105,-0.538203753351206,-0.890482573726542,-0.743699731903485,-0.499061662198391,-1.40911528150134,-1.3014745308311,-0.166353887399464,0.559651474530831,-1.35040214477212,-0.567560321715818,-0.557774798927614,-1.24276139410188,-1.15469168900804,-1.12533512064343,-1.26233243967828,0.755361930294906,-0.949195710455764,-0.39142091152815,-0.86112600536193,-0.890482573726542,-0.70455764075067,-0.362064343163539,0.76514745308311,0.471581769436997,-1.33083109919571,-0.528418230563003,-0.792627345844504,-0.185924932975871,-0.332707774798928,-0.15656836461126,-1.22319034852547,-1.64396782841823,-0.645844504021448,-0.450134048257373,-0.636058981233244,-0.254423592493298,0.178016085790885,0.0116621983914209,-0.714343163538874,-1.88860589812332,0.716219839142091,-1.34061662198391,-0.978552278820375,-0.577345844504021
"5",-0.818498659517426,-2.83619302949062,-0.380697050938338,-1.38954423592493,-2.7029490616622,-0.751206434316354,-2.42627345844504,-0.837533512064343,0.371849865951743,-2.63565683646113,-0.0380697050938338,-0.446648793565684,-1.96943699731903,-2.09383378016086,-1.44664879356568,-1.05576407506702,-0.761394101876676,-2.03672922252011,-2.55067024128686,-2.56970509383378,-4.1686327077748,0.0101876675603217,-1.24611260053619,-0.761394101876676,-0.513941018766756,-2.7029490616622,-1.85522788203753,0.0101876675603217,-7.2142091152815,-0.609115281501341,-4.66353887399464,-0.742359249329759,-2.64584450402145,-0.932707774798928,-2.79812332439678,-1.0088471849866,-2.27399463806971,-0.0469168900804289,-1.73217158176944,-0.446648793565684,-0.970777479892761,-1.74101876675603,-2.53163538873995,-0.323592493297587,-0.85656836461126,-2.62680965147453,-1.10402144772118,-0.0849865951742628,-1.41742627345845,-1.24611260053619,-2.18900804289544,-1.45549597855228,-0.475871313672922,-1.84638069705094,-0.761394101876676,-1.67506702412869,-1.73217158176944,-1.37050938337802,-0.704289544235925,-0.456836461126005,-0.027882037533512,-2.5887399463807,-1.02788203753351,-0.541823056300268,0.638337801608579,-0.647184986595174,0.69544235924933,-1.37935656836461,-2.19785522788204,-1.25630026809651,-0.875603217158177,-0.237265415549598,-0.494906166219839,-1.59892761394102,-1.92252010723861,-0.389544235924933,-2.67372654155496,-0.55201072386059,-2.60777479892761,-1.90348525469169,-1.1230563002681
"6",-0.53029490616622,-1.83753351206434,-0.246648793565684,-0.900268096514745,-1.75120643431635,-1.13458445040214,-1.21983914209115,-0.542627345844504,-0.406970509383378,-2.35549597855228,-0.0246648793565684,-0.937265415549598,-1.92386058981233,-1.35656836461126,-0.937265415549598,-1.33190348525469,-0.493297587131367,-1.31957104557641,-1.65254691689008,-1.66487935656836,-2.70080428954424,-0.641286863270777,-1.45522788203753,-0.493297587131367,-0.332975871313673,-1.75120643431635,-1.84986595174263,-0.641286863270777,-3.67399463806971,0.605361930294906,-3.02144772117962,-0.480965147453083,-1.7142091152815,-0.604289544235925,-1.81286863270777,-0.653619302949062,-2.12117962466488,-0.67828418230563,-1.12225201072386,-0.937265415549598,-0.628954423592493,-1.77587131367292,-1.6402144772118,-0.209651474530831,-0.554959785522788,-1.70187667560322,0.284718498659517,-0.702949061662198,-1.56621983914209,-0.455227882037534,-1.41823056300268,-1.59088471849866,-0.308310991957105,-1.19624664879357,-0.493297587131367,-1.08525469168901,-1.12225201072386,0.112064343163539,-0.456300268096515,-0.29597855227882,-0.665951742627346,-1.67721179624665,-0.665951742627346,-0.998927613941019,-0.234316353887399,0.580697050938338,-0.197319034852547,-0.541554959785523,-1.07184986595174,-0.813941018766756,-0.567292225201072,-0.801608579088472,-0.320643431635389,-1.03592493297587,-1.2455764075067,-0.900268096514745,-2.38016085790885,-0.357640750670241,-1.68954423592493,-1.23324396782842,-0.727613941018767
"7",-1.03753351206434,-3.59517426273458,-0.482573726541555,-1.76139410187668,-3.42627345844504,-1.21983914209115,-4.34316353887399,-1.06166219839142,-0.796246648793566,-3.60857908847185,-0.0482573726541555,-0.833780160857909,-2.76407506702413,-2.65415549597855,-1.83378016085791,-1.6058981233244,-0.96514745308311,-1.58176943699732,-3.23324396782842,-3.2573726541555,-5.28418230563003,-1.25469168900804,-1.84718498659517,-0.96514745308311,-0.651474530831099,-3.42627345844504,-2.61930294906166,-1.25469168900804,-8.14477211796247,0.227882037533512,-5.91152815013405,-0.941018766756032,-3.35388739946381,-1.18230563002681,-3.54691689008043,-1.27882037533512,-4.15013404825737,-1.32707774798928,-2.19571045576407,-1.83378016085791,-1.23056300268097,-2.4745308310992,-3.20911528150134,-0.410187667560322,-1.0857908847185,-3.32975871313673,-0.399463806970509,-1.37533512064343,-3.06434316353887,-2.84718498659517,-2.77479892761394,-3.11260053619303,-0.603217158176944,-2.34048257372654,-0.96514745308311,-2.12332439678284,-2.19571045576407,-1.7372654155496,-0.892761394101877,-0.579088471849866,-1.3029490616622,-3.28150134048257,-0.302949061662198,-1.9544235924933,-0.458445040214477,-0.820375335120643,-0.386058981233244,-2.01608579088472,-3.05361930294906,-1.59249329758713,-1.10991957104558,-0.568364611260054,-0.627345844504021,-2.02680965147453,-2.43699731903485,-1.76139410187668,-3.65683646112601,-0.699731903485255,-3.30563002680965,-2.41286863270777,-1.42359249329759
"8",-0.253619302949062,-0.878820375335121,-0.117962466487936,-0.430563002680965,-0.837533512064343,-0.542627345844504,-1.06166219839142,-0.259517426273458,-0.194638069705094,-1.12654155495979,-0.0117962466487936,-0.448257372654155,-0.920107238605898,-0.648793565683646,-0.448257372654155,-0.636997319034853,-0.235924932975871,-0.631099195710456,-0.790348525469169,-0.796246648793566,-1.2916890080429,-0.306702412868633,-0.69597855227882,-0.235924932975871,-0.159249329758713,-0.837533512064343,-0.884718498659517,-0.306702412868633,-2.23538873994638,-0.188739946380697,-0.445040214477212,-0.230026809651475,-0.819839142091153,-0.289008042895442,-0.867024128686327,-0.312600536193029,-1.01447721179625,-0.324396782841823,-0.536729222520107,-0.448257372654155,0.699195710455764,-0.849329758713137,-0.784450402144772,-0.100268096514745,-0.265415549597855,-0.813941018766756,-0.342091152815013,-0.336193029490617,-0.749061662198391,-0.69597855227882,-0.67828418230563,-0.760857908847185,-0.14745308310992,-0.572117962466488,-0.235924932975871,-0.519034852546917,-0.536729222520107,-0.424664879356568,-0.218230563002681,-0.141554959785523,-0.318498659517426,-0.802144772117962,-0.318498659517426,-0.477747989276139,-0.112064343163539,-0.200536193029491,-0.0943699731903485,-0.737265415549598,-0.99088471849866,-0.389276139410188,-0.271313672922252,-0.383378016085791,-0.153351206434316,-0.49544235924933,-0.595710455764075,-0.430563002680965,-1.13833780160858,-0.171045576407507,-0.808042895442359,-0.589812332439678,-0.34798927613941
"9",-0.190214477211796,-0.65911528150134,0.911528150134048,0.677077747989276,-0.628150134048257,-0.406970509383378,-0.796246648793566,-0.194638069705094,-0.14597855227882,-0.844906166219839,-0.00884718498659517,-0.336193029490617,-0.690080428954424,-0.486595174262735,-0.336193029490617,-0.477747989276139,0.823056300268097,-0.473324396782842,-0.592761394101877,-0.597184986595174,-0.968766756032172,-0.230026809651475,-0.521983914209115,-0.176943699731903,-0.119436997319035,-0.628150134048257,-0.663538873994638,-0.230026809651475,-1.67654155495979,-0.141554959785523,-1.08378016085791,-0.172520107238606,-0.614879356568365,-0.216756032171582,-0.650268096514745,-0.234450402144772,-0.760857908847185,-0.243297587131367,-0.40254691689008,-0.336193029490617,-0.225603217158177,-0.636997319034853,-0.588337801608579,-0.075201072386059,0.800938337801609,-0.610455764075067,-0.25656836461126,-0.252144772117962,-0.561796246648794,-0.521983914209115,-0.508713136729222,-0.570643431635389,0.88941018766756,-0.429088471849866,-0.176943699731903,-0.389276139410188,-0.40254691689008,-0.318498659517426,0.836327077747989,0.893833780160858,0.76112600536193,-0.601608579088472,-0.23887399463807,-0.358310991957105,-0.0840482573726542,-0.150402144772118,-0.0707774798927614,-0.552949061662198,-0.743163538873995,-0.291957104557641,-0.203485254691689,-0.287533512064343,-0.115013404825737,-0.371581769436997,-0.446782841823056,-0.322922252010724,-0.853753351206434,-0.12828418230563,-0.606032171581769,-0.442359249329759,-0.260991957104558
"10",-1.10093833780161,-3.81487935656836,-0.512064343163539,-1.86903485254692,-2.63565683646113,-2.35549597855228,-3.60857908847185,-1.12654155495979,-0.844906166219839,-4.8902144772118,-0.0512064343163539,-1.94584450402145,-2.9941018766756,-2.81635388739946,-1.94584450402145,-2.76514745308311,-1.02412868632708,-2.73954423592493,-3.43083109919571,-3.45643431635389,-5.60710455764075,-0.331367292225201,-2.02117962466488,-1.02412868632708,-0.691286863270777,-3.63565683646113,-2.84048257372654,-0.331367292225201,-9.70361930294906,-0.819302949061662,-6.27278820375335,-0.998525469168901,-3.5588471849866,-1.25455764075067,-3.76367292225201,-1.35697050938338,-4.40375335120643,-1.40817694369973,-2.3298927613941,-1.94584450402145,-1.30576407506702,-2.68686327077748,-3.40522788203753,-0.435254691689008,-1.15214477211796,-3.53324396782842,-1.48498659517426,-1.45938337801609,-2.25160857908847,-3.02117962466488,-2.94436997319035,-3.30281501340483,-0.640080428954424,-2.48351206434316,-1.02412868632708,-2.25308310991957,-2.3298927613941,-1.84343163538874,-0.947319034852547,-0.614477211796247,-1.38257372654155,-3.48203753351206,-1.38257372654155,-2.07386058981233,0.513538873994638,-0.870509383378016,-0.409651474530831,-2.20040214477212,-3.30134048257373,-1.68981233243968,-0.177747989276139,-0.664209115281501,-0.665683646112601,-2.15067024128686,-2.58592493297587,-0.869034852546917,-3.94142091152815,-0.742493297587131,-3.50764075067024,-2.56032171581769,-1.51058981233244
